id,anchovy,bluecrab,bluefish,butter,calico,clearnosesk,cunner,dog,fluke,herring,hog,horse,jack,king,littlesk,lizard,mantis,menhaden,naked,pipe,puffer,robin,sand,scad,scup,seabass,seagoby,silverside,smallfl,spider,spot,spothake,squid,strrobin,tautog,toad,tomcod,weak,window,winterfl,wintersk,StartDepth,EndDepth,SurfaceSalinity,BottomSalinity,SurfaceDO,BottomDO,SurfaceTemp,BottomTemp,Secchi,Year,Week,Month,Date,Station,Season,StartLat,EndLat,StartLong,EndLong,AvgLat,AvgLong
20112010,0.145864991,0,0,0,0.145864991,0,0,0,0,0.412568499,0,0,0,0,0,0,0,0,0,0.206284249,0,0,0.785507019,0,0,0,0,0,0,0.291729983,0,0,0.145864991,0,0,0,0,0,0,0.145864991,0,4.69392,4.23672,27.53,27.36,10.64,9.9,16.09,15.2,2.7432,2011,20,may,13/05/2011,10,spring,41.15472222,41.19861111,-72.67305556,-72.58361111,41.17666667,-72.62833333
20112015,0.539374885,0,0,0,0,0,0,0,0.042182454,0.834637177,0,0,0,0,0,0,0.042182454,0,0,0,0,0,0,0,0,0,0,0,0,0.066696316,0,0.029827499,0.029827499,0,0,0,0.029827499,0,0,0.042182454,0,7.80288,7.98576,27.45,27.41,8.24,8.21,15.38,15.11,2.7432,2011,20,may,13/05/2011,15,spring,41.15638889,41.04722222,-72.47861111,-72.39111111,41.10180556,-72.43486111
20112020,0.516397779,0,0,0,0.516397779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25819889,0,0,0,0,0.365148372,0,0,0,0,0.365148372,0,0.25819889,0,0,0.25819889,0,13.07592,11.39952,27.42,27.42,8.12,8.06,15.14,15.04,1.8288,2011,20,may,13/05/2011,20,spring,41.08694444,41.24611111,-72.41083333,-72.63666667,41.16652778,-72.52375
20112027,0,0,0,0,0.377964473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.377964473,0,0,0,0,0,0,0.845154255,0,0,0,0,0,0,0,0,0,0,0,3.6576,2.37744,26.96,26.98,8.14,8.14,15.82,15.75,3.3528,2011,20,may,09/05/2011,27,spring,41.11805556,41.23972222,-72.59444444,-72.52222222,41.17888889,-72.55833333
2011203,0.957287164,0,0,0,0.080192694,0,0,0,0.098215591,0.196431181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13889782,0,0,0.056704798,0,0,0,0.056704798,0,0,0.056704798,0,10.0584,5.97408,27.42,27.3,8.54,8.54,15.16,14.73,3.048,2011,20,may,13/05/2011,3,spring,41.12111111,41.08611111,-72.58361111,-72.40777778,41.10361111,-72.49569444
20112034,0,0,0,0,0,0,0,0,0.074535599,0.994428926,0,0.052704628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052704628,0,0,0,0,0,0,0,0,0,0,0,2.286,5.36448,27.01,26.99,8.4,8.23,15.51,15.58,2.7432,2011,20,may,09/05/2011,34,spring,41.09916667,41.21777778,-72.64055556,-72.65194444,41.15847222,-72.64625
20112036,0,0,0,0,0,0,0,0,0,0.984614467,0,0,0,0,0,0,0,0,0,0.061780206,0,0,0.107006456,0,0,0,0,0,0,0.061780206,0,0,0,0,0,0,0.107006456,0,0,0,0,2.5908,7.49808,27.08,27.08,8.04,8.05,15.5,15.51,3.048,2011,20,may,09/05/2011,36,spring,41.10861111,41.00055556,-72.60416667,-72.70666667,41.05458333,-72.65541667
20112042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707106781,0,0,0,0,0,0,0.707106781,0,0,0,0,0,0,0,0,0,0,0,2.01168,1.8288,27.01,26.99,8.62,8.65,15.99,16.05,2.4384,2011,20,may,09/05/2011,42,spring,41.08888889,41.21055556,-72.60222222,-72.59027778,41.14972222,-72.59625
20112047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.8288,7.9248,27.1,27.06,8.3,8.13,15.5,15.52,2.1336,2011,20,may,09/05/2011,47,spring,41.07944444,40.95027778,-72.59833333,-72.63583333,41.01486111,-72.61708333
20112053,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.30936,6.49224,27.11,27.07,8.52,8.16,15.43,15.3,3.3528,2011,20,may,09/05/2011,53,spring,41.075,40.97722222,-72.66527778,-72.78944444,41.02611111,-72.72736111
20112058,0.23570226,0,0,0,0,0,0.23570226,0,0,0.333333333,0,0.23570226,0,0,0,0,0,0,0,0,0,0,0.471404521,0,0,0,0,0,0,0.707106781,0,0,0,0,0,0,0,0,0,0,0,3.23088,5.36448,27.24,27.23,8.32,8.4,16.56,15.89,3.048,2011,20,may,13/05/2011,58,spring,41.07916667,40.95277778,-72.68472222,-72.47944444,41.01597222,-72.58208333
20112063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707106781,0,0,0.707106781,0,5.24256,5.15112,26.92,26.91,8.67,8.47,15.77,15.79,4.572,2011,20,may,09/05/2011,63,spring,41.06277778,41.00611111,-72.69694444,-72.78416667,41.03444444,-72.74055556
20112064,0,0,0,0,0,0,0,0,0,0.989304505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145864991,0,0,0,0,5.97408,6.858,26.92,27.03,8.68,8.38,15.67,15.42,3.9624,2011,20,may,09/05/2011,64,spring,41.04833333,40.93805556,-72.66111111,-72.55472222,40.99319444,-72.60791667
20112066,0.061256389,0,0,0,0,0,0,0,0,0.998122064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.7724,7.89432,27.22,27.21,8.13,8.11,15.69,15.56,2.1336,2011,20,may,13/05/2011,66,spring,41.04972222,41.145,-72.62333333,-72.48361111,41.09736111,-72.55347222
20112070,0,0.5,0,0,0,0,0,0,0,0,0,0.645497224,0,0,0,0,0.40824829,0,0,0.288675135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.288675135,0,0,3.26136,2.25552,26.07,26.06,8.91,8.7,16.39,16.41,3.3528,2011,20,may,09/05/2011,70,spring,41.12416667,40.95305556,-72.68222222,-72.79666667,41.03861111,-72.73944444
2011209,0.600925213,0,0,0,0,0,0,0,0.035533453,0.793757208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050251891,0,0,0,0,0,0,0,0,0.050251891,0.050251891,0,3.3528,4.90728,27.48,27.47,11,10.27,16.79,16.3,2.4384,2011,20,may,13/05/2011,9,spring,41.15166667,41.02083333,-72.56777778,-72.49611111,41.08625,-72.53194444
2011211,0.403473292,0,0,0,0.15249857,0,0,0,0.15249857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.862662186,0,0,0,0,0,0,0,0,0,0.215665546,0,2.86512,1.55448,27.24,27.29,8.57,8.38,15.06,15,2.1336,2011,21,may,19/05/2011,1,spring,41.18111111,41.07,-72.62472222,-72.47972222,41.12555556,-72.55222222
20112111,0.577350269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.471404521,0,0.333333333,0,0,0,0,0.333333333,0,0,0.471404521,0,3.87096,6.03504,27.33,27.34,8.61,8.58,15.47,15.48,1.8288,2011,21,may,19/05/2011,11,spring,41.15416667,41.13694444,-72.54944444,-72.47861111,41.14555556,-72.51402778
20112112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.8956,4.02336,27.34,27.34,8.73,8.76,15.14,15.08,2.4384,2011,21,may,19/05/2011,12,spring,41.16833333,41.1775,-72.625,-72.58361111,41.17291667,-72.60430556
20112118,0.43581114,0,0,0,0,0,0,0,0,0.895897081,0,0,0,0,0,0,0.023918244,0,0,0,0,0,0,0,0,0,0,0,0,0.075636128,0,0,0,0,0,0,0,0,0,0.033825505,0,8.16864,7.89432,27.09,27.19,8.38,8.63,16.82,15.24,2.1336,2011,21,may,19/05/2011,18,spring,41.1425,41.01138889,-72.55472222,-72.56861111,41.07694444,-72.56166667
20112119,0.104598848,0,0,0,0,0,0,0,0,0.976753879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.081021919,0,0,0,0,0.140334081,0,0,0.046778027,0.046778027,0,0,0,0,0.046778027,0.046778027,0,5.0292,10.75944,27.34,27.33,8.56,8.49,15.48,15.41,2.1336,2011,21,may,19/05/2011,19,spring,41.14,41.25138889,-72.53888889,-72.54416667,41.19569444,-72.54152778
20112124,0.97160347,0,0,0,0,0,0,0,0.02354408,0.231882301,0,0,0,0,0,0,0.02354408,0,0,0,0,0,0,0,0.02354408,0,0,0,0,0,0,0,0,0.02354408,0,0,0,0,0,0,0,7.37616,8.35152,27.22,27.35,8.53,8.43,25.43,24.78,2.4384,2011,21,may,19/05/2011,24,spring,41.14,41.25472222,-72.46444444,-72.57888889,41.19736111,-72.52166667
20112128,0.948872613,0,0,0,0.023816275,0,0,0,0.013750333,0.312347524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023816275,0,0,0,0.019445907,0,0,0,0,0,0.019445907,0,3.32232,6.096,26.94,26.96,8.33,8.32,17.35,17.2,2.1336,2011,21,may,20/05/2011,28,spring,41.12166667,41,-72.60694444,-72.51111111,41.06083333,-72.55902778
20112132,0.25,0,0,0,0,0,0,0,0.612372436,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0.25,0,0,0,0,0,0,0.353553391,0,0.25,0.25,0,0,0,0.25,0,0,0.353553391,0,3.6576,9.32688,27.12,27.2,8.85,8.44,15.75,15.59,1.8288,2011,21,may,19/05/2011,32,spring,41.11888889,41.25833333,-72.54666667,-72.5525,41.18861111,-72.54958333
20112135,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.790569415,0,0,0,0,0,0,0.353553391,0,0,0,0,0,0,0,0,0,0,0,1.8288,4.23672,26.94,26.98,8.53,8.55,17.13,17.08,2.7432,2011,21,may,20/05/2011,35,spring,41.09916667,41.23277778,-72.60638889,-72.57472222,41.16597222,-72.59055556
20112139,0.868000379,0,0,0,0,0,0.117041147,0.117041147,0,0.331042355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165521178,0,0,0.117041147,0,0,0.117041147,0,0,0,0.234082294,0,10.3632,13.38072,27.15,27.23,8.64,8.21,16.62,15.95,2.7432,2011,21,may,20/05/2011,39,spring,41.10472222,40.96916667,-72.56166667,-72.43444444,41.03694444,-72.49805556
20112142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.76784,3.6576,26.59,26.67,8.86,8.95,17.73,17.49,1.8288,2011,21,may,20/05/2011,42,spring,41.08361111,41.01194444,-72.62305556,-72.72305556,41.04777778,-72.67305556
20112147,0,0,0,0,0.426401433,0,0,0,0,0.301511345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.797724035,0,0,0,0,0.301511345,0,0,0,0,0,0,1.76784,5.0292,26.93,27.02,8.77,8.93,17.48,17.46,2.1336,2011,21,may,20/05/2011,47,spring,41.08472222,40.98055556,-72.58138889,-72.68861111,41.03263889,-72.635
20112151,0,0,0,0,0.40824829,0,0.577350269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40824829,0,0,0,0,0,0,0.40824829,0,0,0,0,0,0,0,0,0,0.40824829,0,1.92024,5.334,26,26.54,8.34,8.46,17.4,16.82,2.1336,2011,21,may,20/05/2011,51,spring,41.06916667,40.94972222,-72.68333333,-72.62333333,41.00944444,-72.65333333
2011216,0.160128154,0,0,0,0.577350269,0.160128154,0,0,0.160128154,0,0,0,0,0,0,0,0,0,0,0.160128154,0,0,0,0,0,0,0,0,0,0.733799386,0,0,0,0,0,0,0,0,0,0.160128154,0,6.096,5.69976,27.24,27.26,8.58,8.47,15.28,14.79,2.1336,2011,21,may,19/05/2011,6,spring,41.17861111,41.06583333,-72.51333333,-72.39416667,41.12222222,-72.45375
20112163,0.804399667,0,0,0,0,0,0,0,0,0.594088526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.87096,6.43128,25.92,26.93,8.39,7.79,17.23,16.19,0,2011,21,may,20/05/2011,63,spring,41.05416667,41.13888889,-72.67027778,-72.76277778,41.09652778,-72.71652778
20112310,0,0,0,0,0.72547625,0,0,0,0,0,0.229415734,0.229415734,0,0,0,0,0,0,0,0.229415734,0,0,0,0,0,0,0,0,0,0.397359707,0,0,0,0,0,0,0,0,0,0.397359707,0,4.81584,4.05384,27.23,27.25,8.43,8.54,20.59,20.37,2.1336,2011,23,may,31/05/2011,10,spring,41.155,41.21027778,-72.6725,-72.60416667,41.18263889,-72.63833333
20112314,0.912870929,0,0,0,0,0,0,0.140028008,0,0,0,0,0,0.099014754,0,0,0.099014754,0,0,0,0,0,0,0,0.280056017,0,0,0,0,0,0,0.198029509,0,0,0,0,0,0.099014754,0,0,0,13.28928,8.26008,27.31,27.37,8.47,8.44,19.98,19.66,2.7432,2011,23,may,31/05/2011,14,spring,41.13777778,41.26833333,-72.48555556,-72.43527778,41.20305556,-72.46041667
20112319,0.937192608,0,0,0,0,0,0,0.009345794,0,0.346677327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030996493,0,0,0,0.009345794,0,0,0,0,0.009345794,0,0.009345794,0,0.013216949,0,0,0,4.81584,9.63168,27.27,27.26,8.36,8.46,20.65,20.37,2.7432,2011,23,may,31/05/2011,19,spring,41.12527778,41.25277778,-72.52555556,-72.59361111,41.18902778,-72.55958333
20112320,0,0,0,0,0.426401433,0,0,0,0.301511345,0,0,0.301511345,0,0,0,0,0,0,0.301511345,0,0,0,0,0,0,0,0,0,0,0.301511345,0,0,0,0.674199862,0,0,0,0,0,0,0,8.01624,14.50848,27.23,27.22,8.47,8.41,20.28,20.19,2.1336,2011,23,may,31/05/2011,20,spring,41.11333333,41.23027778,-72.40361111,-72.47833333,41.17180556,-72.44097222
20112324,0.95956502,0,0,0,0,0,0,0,0,0.274939967,0,0,0,0,0,0,0.030178582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030178582,0,0,0,0.04267896,0,0,0,7.86384,7.52856,27.26,27.3,8.57,7.47,20.91,18.76,2.4384,2011,23,may,31/05/2011,24,spring,41.14666667,41.19333333,-72.45722222,-72.38055556,41.17,-72.41888889
20112331,0.942407008,0,0,0,0,0,0.036935843,0,0,0.300068205,0,0,0,0,0,0,0,0,0,0.036935843,0,0,0,0,0.10447034,0,0,0,0,0.036935843,0,0.05223517,0,0,0,0,0,0.063974756,0,0,0,8.382,10.88136,26.87,27.16,8.12,8.52,21.14,20.13,2.1336,2011,23,may,31/05/2011,31,spring,41.11861111,41.00083333,-72.53,-72.43861111,41.05972222,-72.48430556
20112332,0.758721223,0,0,0,0.636085893,0,0,0,0.057353933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057353933,0,0,0,0,0,0,0,0,0,0,0.114707867,0,4.38912,8.16864,26.86,26.93,8.45,8.71,21.26,20.81,0,2011,23,may,31/05/2011,32,spring,41.11916667,41.02972222,-72.555,-72.47277778,41.07444444,-72.51388889
20112337,0,0,0,0,0.707106781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.612372436,0,0,0.353553391,0,0,0,0,0,0,0,0,1.95072,4.32816,27.06,26.99,7.62,7.59,21.48,21.54,2.1336,2011,23,june,01/06/2011,37,spring,41.2025,41.08861111,-72.63694444,-72.6825,41.14555556,-72.65972222
20112339,0.964093886,0,0,0,0,0,0.079618743,0.028149476,0,0.214380026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039809371,0,0.084448429,0,0,0,0.068951854,0,0,0.039809371,0.048756323,0,9.38784,13.95984,27.15,27.22,7.6,7.43,20.62,20.3,2.1336,2011,23,june,01/06/2011,39,spring,41.10194444,41.22277778,-72.54777778,-72.46194444,41.16236111,-72.50486111
20112346,0.985658386,0,0,0,0.155230105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03309517,0,0,0,0,0,0.057322515,0,5.21208,7.4676,26.99,26.94,7.6,7.79,21.5,21.54,2.4384,2011,23,june,01/06/2011,46,spring,41.04694444,41.18305556,-72.62472222,-72.71722222,41.115,-72.67097222
20112350,0.998137157,0,0,0,0.034202915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010312567,0,0,0,0.023059601,0,0,0,0,0.03572378,0,0.010312567,0,0.020625134,0,0,0,0,0.010312567,0,0,5.88264,8.5344,26.92,26.96,7.81,7.79,21.32,21.1,2.4384,2011,23,june,01/06/2011,50,spring,41.09305556,40.96888889,-72.54194444,-72.46194444,41.03097222,-72.50194444
20112352,0,0,0,0,0.898717034,0,0,0,0,0,0,0.196116135,0,0,0,0,0,0,0,0.196116135,0.196116135,0,0,0,0,0,0,0,0,0.196116135,0,0.196116135,0,0,0,0,0,0,0,0,0,1.6764,2.98704,26.8,26.9,7.6,7.9,22.17,21.83,2.4384,2011,23,june,01/06/2011,52,spring,41.06722222,40.98555556,-72.66555556,-72.79722222,41.02638889,-72.73138889
20112353,0.916644253,0,0,0,0,0,0,0,0,0.376844576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.094211144,0,0,0,0,0,0.094211144,0,6.91896,7.0104,26.92,27.06,7.97,5.06,22.07,20.66,2.7432,2011,23,june,01/06/2011,53,spring,41.07555556,40.96777778,-72.6475,-72.74583333,41.02166667,-72.69666667
20112369,0,0.577350269,0,0,0,0,0,0,0.577350269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.577350269,0,0,0,0,0,0,0,0,0,0,0,1.8288,2.7432,26.39,26.39,7.21,7.18,22.67,22.67,2.1336,2011,23,june,01/06/2011,69,spring,41.08527778,40.955,-72.71638889,-72.64138889,41.02013889,-72.67888889
20112371,0,0,0,0,0.745355992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0.333333333,0,0,0,0,0,0.471404521,0,2.65176,5.45592,26.86,26.99,7.44,7.03,21.86,20.47,3.048,2011,23,june,01/06/2011,71,spring,41.13888889,41.00166667,-72.61444444,-72.53416667,41.07027778,-72.57430556
2011238,0,0,0,0,0,0,0,0.174077656,0.389249472,0,0,0,0,0,0,0,0,0,0,0.348155312,0,0,0.246182982,0,0,0,0,0,0,0.577350269,0,0,0.174077656,0.174077656,0,0,0,0,0,0.492365964,0,4.54152,2.04216,27.28,27.33,8.46,8.55,20.12,19.75,2.4384,2011,23,may,31/05/2011,8,spring,41.25416667,41.14972222,-72.37805556,-72.51111111,41.20194444,-72.44458333
20112414,0.396412484,0,0,0,0,0,0.169030851,0,0.169030851,0,0,0,0,0.119522861,0,0,0.119522861,0,0,0.169030851,0,0,0,0,0.478091444,0,0,0,0,0.338061702,0,0.414039336,0.396412484,0.119522861,0,0.119522861,0,0,0.119522861,0.119522861,0,11.97864,7.40664,27.42,27.53,7.27,7.24,20.75,20.14,2.4384,2011,24,june,07/06/2011,14,spring,41.14333333,41.08027778,-72.49805556,-72.58166667,41.11180556,-72.53986111
20112418,0.818866678,0,0,0,0,0,0,0.164717282,0.107832773,0.285298701,0,0,0,0,0,0,0.311286403,0,0,0,0,0,0,0,0.062257281,0,0,0,0,0.196874808,0,0.062257281,0,0,0,0,0,0.062257281,0.232945414,0.088045091,0,7.86384,7.04088,27.37,27.4,7.27,7.31,21.17,20.15,1.8288,2011,24,june,07/06/2011,18,spring,41.14027778,41.00666667,-72.54666667,-72.60111111,41.07347222,-72.57388889
20112420,0,0,0,0,0,0.15249857,0.646996639,0,0,0,0,0,0,0.264135272,0,0,0,0,0,0.215665546,0,0,0,0,0.403473292,0,0,0,0,0,0,0,0.15249857,0.215665546,0.264135272,0,0,0,0,0.373543684,0,12.954,9.20496,27.26,27.39,7.13,7.18,20.9,20.48,2.4384,2011,24,june,07/06/2011,20,spring,41.13166667,41.00833333,-72.41222222,-72.57388889,41.07,-72.49305556
20112426,0.605530071,0,0,0,0,0,0,0,0,0,0.182574186,0.182574186,0,0,0,0,0.182574186,0,0.182574186,0,0,0,0,0,0,0,0,0,0,0.40824829,0,0,0,0.25819889,0,0,0,0,0.182574186,0.483045892,0,4.8768,3.5052,26.95,26.97,7.26,7.47,21.54,20.9,1.8288,2011,24,june,06/06/2011,26,spring,41.10861111,41.24416667,-72.48972222,-72.65833333,41.17638889,-72.57402778
20112429,0.940913498,0.025102186,0,0,0,0,0,0.025102186,0,0.268018,0,0.035499851,0,0,0,0,0.050204371,0,0,0.025102186,0,0,0,0,0.056130193,0,0,0,0,0.150613114,0,0,0.025102186,0,0,0,0,0,0.093923778,0.043478261,0,7.34568,6.97992,27.38,27.37,7.07,7.03,21.28,20.3,1.524,2011,24,june,07/06/2011,29,spring,41.12555556,41.22388889,-72.55722222,-72.51666667,41.17472222,-72.53694444
