id,anchovy,bluecrab,bluefish,butter,calico,clearnosesk,cunner,dog,fluke,herring,hog,horse,jack,king,littlesk,lizard,mantis,menhaden,naked,pipe,puffer,robin,sand,scad,scup,seabass,seagoby,silverside,smallfl,spider,spot,spothake,squid,strrobin,tautog,toad,tomcod,weak,window,winterfl,wintersk,StartDepth,EndDepth,SurfaceSalinity,BottomSalinity,SurfaceDO,BottomDO,SurfaceTemp,BottomTemp,Secchi,Year,Week,Month,Date,Station,Season,StartLat,EndLat,StartLong,EndLong
19872423,0.25819889,0,0,0,0.365148372,0,0,0.25819889,0,0.25819889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.365148372,0.730296743,0,5.4864,6.4008,24,20,0,7.4,20,20,1.8288,1987,24,june,09/06/1987,23,spring,NA,NA,NA,NA
19872429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.4864,8.2296,24,19.5,0,7.1,20,20.5,1.9812,1987,24,june,09/06/1987,29,spring,NA,NA,NA,NA
1987243,0,0,0,0,0.185695338,0,0,0.131306433,0,0,0,0.185695338,0,0,0,0,0,0,0.185695338,0.185695338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131306433,0,0,0,0.909717652,0,9.7536,11.8872,23,21.5,0,7.2,21,19,2.286,1987,24,june,09/06/1987,3,spring,NA,NA,NA,NA
19872435,0,0,0,0,0,0,0,0,0,0.353553391,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.433012702,0.790569415,0,3.3528,3.3528,23,21.5,0,7.3,20.5,20,1.9812,1987,24,june,08/06/1987,35,spring,NA,NA,NA,NA
19872438,0,0,0,0,0,0,0,0.21821789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21821789,0,0.21821789,0,0,0,0,0.9258201,0,8.8392,9.144,22,22,0,7.5,19,19,1.9812,1987,24,june,10/06/1987,38,spring,NA,NA,NA,NA
19872440,0.288675135,0,0,0,0,0,0,0.288675135,0,0,0,0.40824829,0,0,0,0,0.288675135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.288675135,0.707106781,0,8.8392,9.144,23.5,23,0,7.1,20,20,2.1336,1987,24,june,09/06/1987,40,spring,NA,NA,NA,NA
19872444,0.229415734,0,0,0,0,0,0,0,0,0.8705715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102597835,0.423021712,0,6.7056,6.4008,23.5,21,0,6.9,20.5,19.5,1.9812,1987,24,june,08/06/1987,44,spring,NA,NA,NA,NA
19872450,0.687184271,0,0,0,0.166666667,0,0,0.166666667,0,0,0,0,0,0,0,0,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666667,0,7.3152,7.0104,23.5,22.5,0,7.2,20,20,2.286,1987,24,june,09/06/1987,50,spring,NA,NA,NA,NA
19872462,0.145864991,0.145864991,0,0,0.252645576,0,0,0,0,0.206284249,0,0.145864991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145864991,0,0,0,0.899172196,0,5.1816,6.7056,22.5,18.5,0,7,20.5,20,1.9812,1987,24,june,08/06/1987,62,spring,NA,NA,NA,NA
19872463,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.353553391,0.866025404,0,5.1816,4.8768,23,22.5,0,7.1,20.5,20,1.8288,1987,24,june,08/06/1987,63,spring,NA,NA,NA,NA
19872466,0.653197265,0.115470054,0,0,0.115470054,0,0,0,0,0.43204938,0,0.25819889,0,0,0,0,0.115470054,0,0,0,0.115470054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.476095229,0,7.62,7.62,22.5,20,0,7,19.5,19,1.9812,1987,24,june,08/06/1987,66,spring,NA,NA,NA,NA
19872472,0,0,0,0,0.560611911,0,0,0,0,0.338061702,0,0.169030851,0,0,0,0,0,0,0.169030851,0,0,0,0,0,0.169030851,0,0,0,0,0,0,0,0,0,0,0,0,0.169030851,0.169030851,0.654653671,0,2.7432,4.2672,23.5,20,0,6.7,20.5,20,1.6764,1987,24,june,08/06/1987,72,spring,NA,NA,NA,NA
19872475,0,0,0,0,0.91025899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169030851,0,0,0.377964473,0,0,1.8288,1.8288,23.5,23.5,0,7,20,20,1.9812,1987,24,june,08/06/1987,75,spring,NA,NA,NA,NA
19872510,0.513956169,0,0,0,0.237915476,0,0,0,0,0.194257172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.513956169,0.614295117,0,4.2672,6.096,24.5,23.5,0,7,23,22,2.4384,1987,25,june,16/06/1987,10,spring,NA,NA,NA,NA
19872513,0,0,0,0,0.564076075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.825722824,0,5.7912,11.5824,23,22.5,0,6.4,22,21.5,1.9812,1987,25,june,16/06/1987,13,spring,NA,NA,NA,NA
19872514,0.870988341,0,0,0,0,0,0,0.32163376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.371390676,0,11.5824,10.9728,24,24,0,7.6,21.5,21,2.1336,1987,25,june,16/06/1987,14,spring,NA,NA,NA,NA
19872517,0.318521064,0.021002657,0,0,0,0,0,0.029702242,0,0.939267375,0,0,0,0,0,0,0.036377669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021002657,0,0,0,0.021002657,0,0.042005314,0.105013285,0,3.048,0.6096,26,25,0,6.8,23,21.5,2.4384,1987,25,june,16/06/1987,17,spring,NA,NA,NA,NA
19872529,0.927960727,0,0,0,0,0,0,0,0,0.288675135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11785113,0.204124145,0,6.7056,3.048,26,22,0,6.7,20.5,21,1.524,1987,25,june,16/06/1987,29,spring,NA,NA,NA,NA
19872531,0.933256525,0,0,0,0,0,0,0,0,0.063500064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.063500064,0.347804172,0,7.0104,10.0584,26,26,0,7.5,22,21,1.9812,1987,25,june,16/06/1987,31,spring,NA,NA,NA,NA
19872540,0.572077554,0,0,0,0.095346259,0,0,0.095346259,0,0.415604707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.095346259,0,0,0,0,0,0.095346259,0.680908484,0,11.2776,10.0584,26,26,0,7.3,21,21,1.8288,1987,25,june,16/06/1987,40,spring,NA,NA,NA,NA
19872542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707106781,0.707106781,0,3.048,1.524,24.5,23.5,0,7.1,21.5,21.5,2.1336,1987,25,june,15/06/1987,42,spring,NA,NA,NA,NA
19872551,0,0,0,0,0.447213595,0,0,0,0,0,0,0.447213595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.447213595,0.632455532,0,1.8288,1.8288,25.5,25,0,6.3,21,21,1.8288,1987,25,june,15/06/1987,51,spring,NA,NA,NA,NA
19872555,0,0,0,0,0.121267813,0,0,0.171498585,0,0.121267813,0,0.121267813,0,0,0,0,0.210042013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.514495755,0.785905248,0,6.7056,6.7056,25,21,0,6.7,22.5,21,2.286,1987,25,june,15/06/1987,55,spring,NA,NA,NA,NA
19872556,0,0,0,0,0,0,0,0,0,0,0,0.353553391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.353553391,0,0,0,0.353553391,0.790569415,0,5.7912,6.4008,26,24.5,0,7.2,21,21,1.8288,1987,25,june,15/06/1987,56,spring,NA,NA,NA,NA
19872559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.8288,1.524,0,0,0,7,23,22,2.1336,1987,25,june,15/06/1987,59,spring,NA,NA,NA,NA
19872562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.377964473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.377964473,0.845154255,0,3.6576,3.9624,23.5,23,0,7.3,21,21,2.1336,1987,25,june,15/06/1987,62,spring,NA,NA,NA,NA
1987259,0.26822089,0,0,0,0.084818893,0,0,0.084818893,0,0.893622488,0,0,0,0,0,0,0.119952029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.317363237,0,5.4864,4.8768,25,24,0,7.7,23,23,2.4384,1987,25,june,16/06/1987,9,spring,NA,NA,NA,NA
19872614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196116135,0,0,0,0,0,0.554700196,0.80860754,0,11.8872,10.668,25.9,26.5,0,6.7,24,22,1.6764,1987,26,june,25/06/1987,14,spring,NA,NA,NA,NA
19872616,0,0,0,0,0.377964473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.755928946,0,0,0,0,0,0,0,0,0,0,0.534522484,0,0,3.6576,3.048,25.3,26,0,7.2,22,22,1.2192,1987,26,june,24/06/1987,16,spring,NA,NA,NA,NA
19872618,0.394771017,0,0,0,0,0,0,0,0,0.534522484,0,0.197385508,0,0,0,0,0.113960576,0,0,0,0,0,0,0,0,0,0,0.113960576,0,0,0,0,0.113960576,0,0,0,0,0,0.341881729,0.603022689,0,7.3152,6.4008,24.7,26,0,6.5,23,21,1.8288,1987,26,june,25/06/1987,18,spring,NA,NA,NA,NA
1987262,0,0.080064077,0,0,0.466849781,0,0,0.33968311,0,0,0,0,0,0,0,0,0,0,0.080064077,0,0,0,0,0,0,0,0,0.755322991,0,0,0,0,0,0,0,0,0,0,0.179028719,0.226455407,0,4.572,5.1816,26.7,25.1,0,7.1,23.5,22,1.6764,1987,26,june,25/06/1987,2,spring,NA,NA,NA,NA
19872623,0.208514414,0,0,0,0.466252404,0,0,0.361157559,0,0.294883912,0,0,0,0,0,0,0,0,0,0.208514414,0,0,0,0,0,0,0,0,0,0,0,0,0.208514414,0,0,0,0,0,0.294883912,0.589767825,0,3.048,3.6576,24.4,25.6,0,6.3,23,21.5,2.1336,1987,26,june,25/06/1987,23,spring,NA,NA,NA,NA
19872626,0,0,0,0,0.707106781,0,0,0.40824829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40824829,0,0,0,0,0.40824829,0,5.7912,9.144,25.4,25.1,0,6.5,22.5,21,1.524,1987,26,june,24/06/1987,26,spring,NA,NA,NA,NA
19872627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.316227766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.316227766,0,0,0,0.632455532,0.632455532,0,4.8768,4.572,25.3,26,0,7.3,23.5,22,1.3716,1987,26,june,24/06/1987,27,spring,NA,NA,NA,NA
19872635,0,0,0,0,0.538815906,0,0,0,0,0.179605302,0,0.401609664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.311085508,0,0,0,0,0.179605302,0,0,0,0,0,0.311085508,0.538815906,0,3.048,2.7432,24.6,25.3,0,7.8,23,23,1.6764,1987,26,june,24/06/1987,35,spring,NA,NA,NA,NA
19872638,0.212828962,0,0,0,0,0,0,0.102239726,0,0.931448237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.186663348,0.204479453,0,9.7536,9.144,25.7,25.6,0,6.5,24,22,1.2192,1987,26,june,25/06/1987,38,spring,NA,NA,NA,NA
19872643,0.654653671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.267261242,0,0,0,0,0,0,0,0,0,0.267261242,0.267261242,0,0,0,0.597614305,0,3.6576,3.9624,25.5,24.8,0,6.7,23,22,1.524,1987,26,june,24/06/1987,43,spring,NA,NA,NA,NA
19872649,0,0,0,0,0.909212113,0,0,0,0,0,0,0.115470054,0,0,0,0,0,0,0,0,0,0,0,0,0.163299316,0,0,0,0,0,0,0,0,0,0,0,0,0,0.305505046,0.2,0,2.7432,4.572,24,25.5,0,7.3,24,23,1.2192,1987,26,june,25/06/1987,49,spring,NA,NA,NA,NA
19872654,0.94185815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.336010753,0,6.7056,6.7056,26.5,25,0,6.4,22,22,1.524,1987,26,june,24/06/1987,54,spring,NA,NA,NA,NA
19872658,0,0,0,0,0.763762616,0,0,0,0,0.433012702,0,0.144337567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144337567,0,0,0,0.144337567,0.40824829,0,1.8288,3.6576,25.2,25.1,0,7.2,22.5,23,1.524,1987,26,june,24/06/1987,58,spring,NA,NA,NA,NA
19872670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40824829,0,0,0.577350269,0,0,0,0,0,0,0,0.707106781,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6576,3.6576,24.5,23,0,7.2,22,21,1.524,1987,26,june,24/06/1987,70,spring,NA,NA,NA,NA
19872675,0,0,0,0,0.814119584,0,0,0,0,0,0,0.170498585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.228747855,0.505780539,0,3.3528,4.2672,24.1,24.5,0,7.3,23,22,1.2192,1987,26,june,24/06/1987,75,spring,NA,NA,NA,NA
1987271,0,0,0,0,0.468890345,0,0,0.084215192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.807763746,0,0,0,0,0.119098267,0,0,0,0,0,0,0.326164037,0,3.9624,2.7432,25,25,0,7,21.5,21,1.524,1987,27,july,02/07/1987,1,summer,NA,NA,NA,NA
19872715,0,0.090166963,0,0,0.432425566,0,0,0.299049986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20161946,0,0,0,0,0,0,0,0,0,0,0,0,0,0.51006137,0.643920916,0,7.0104,7.9248,24.5,24,0,6.8,22,21.5,1.524,1987,27,july,02/07/1987,15,summer,NA,NA,NA,NA
19872719,0,0,0,0,0.935414347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144337567,0,0,0,0,0.204124145,0,0,0,0,0,0,0,0.144337567,0,0,0,0,0,0,0.204124145,0,1.524,2.7432,23,23,0,6.6,22,21.5,1.6764,1987,27,july,02/07/1987,19,summer,NA,NA,NA,NA
1987272,0,0.087259459,0,0,0.359779967,0,0,0.151137817,0,0,0,0,0,0,0,0,0,0,0,0.050379272,0,0,0,0,0.318626494,0,0,0.812341355,0,0,0,0,0,0,0,0,0,0,0.050379272,0.271300684,0,2.7432,3.9624,25,25,0,6.7,21.5,21.5,1.6764,1987,27,july,02/07/1987,2,summer,NA,NA,NA,NA
19872732,0.234403615,0,0,0,0.554700196,0,0,0.148249863,0,0.18156826,0,0.104828484,0,0,0,0,0,0,0,0,0,0,0,0,0.468807231,0,0,0.104828484,0,0,0,0,0.209656967,0,0,0,0,0,0.314485451,0.44474959,0,7.0104,7.62,25,25,0,5.9,22,21.5,1.3716,1987,27,july,02/07/1987,32,summer,NA,NA,NA,NA
19872736,0,0,0,0,0.577350269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144337567,0,0,0.721687836,0,0,0,0,0,0,0,0,0,0,0.144337567,0.322748612,0,2.1336,3.048,25.5,25.5,0,7.1,21.5,21.5,1.0668,1987,27,june,29/06/1987,36,summer,NA,NA,NA,NA
